ID,Language_ID,Parameter_ID,Value,Code_ID,Comment
colex-sout2920,sout2920,colex,unknown,colex-unknown,
repl_hand-sout2920,sout2920,repl_hand,unknown,repl_hand-unknown,
repl_five-sout2920,sout2920,repl_five,no,repl_five-no,
colex-bush1250,bush1250,colex,unknown,colex-unknown,
repl_hand-bush1250,bush1250,repl_hand,unknown,repl_hand-unknown,
repl_five-bush1250,bush1250,repl_five,yes,repl_five-yes,
five_replacement-bush1250,bush1250,five_replacement,unclear,five_replacement-unclear,
colex-anta1255,anta1255,colex,unknown,colex-unknown,
repl_hand-anta1255,anta1255,repl_hand,unknown,repl_hand-unknown,
repl_five-anta1255,anta1255,repl_five,no,repl_five-no,
colex-nort2890,nort2890,colex,unknown,colex-unknown,
repl_hand-nort2890,nort2890,repl_hand,unknown,repl_hand-unknown,
repl_five-nort2890,nort2890,repl_five,no,repl_five-no,
colex-tsim1257,tsim1257,colex,unknown,colex-unknown,
repl_hand-tsim1257,tsim1257,repl_hand,unknown,repl_hand-unknown,
repl_five-tsim1257,tsim1257,repl_five,unknown,repl_five-unknown,
colex-bara1369,bara1369,colex,unknown,colex-unknown,
repl_hand-bara1369,bara1369,repl_hand,unknown,repl_hand-unknown,
repl_five-bara1369,bara1369,repl_five,no,repl_five-no,
colex-tano1246,tano1246,colex,unknown,colex-unknown,
repl_hand-tano1246,tano1246,repl_hand,unknown,repl_hand-unknown,
repl_five-tano1246,tano1246,repl_five,no,repl_five-no,
colex-masi1268,masi1268,colex,unknown,colex-unknown,
repl_hand-masi1268,masi1268,repl_hand,unknown,repl_hand-unknown,
repl_five-masi1268,masi1268,repl_five,no,repl_five-no,
colex-saka1291,saka1291,colex,lexically distinct,colex-lexicallydistinct,
dist-saka1291,saka1291,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-saka1291,saka1291,repl_hand,yes,repl_hand-yes,
repl_five-saka1291,saka1291,repl_five,no,repl_five-no,
hand_replacement-saka1291,saka1291,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-maha1309,maha1309,colex,unknown,colex-unknown,
repl_hand-maha1309,maha1309,repl_hand,unknown,repl_hand-unknown,
repl_five-maha1309,maha1309,repl_five,no,repl_five-no,
colex-tesa1236,tesa1236,colex,unknown,colex-unknown,
repl_hand-tesa1236,tesa1236,repl_hand,unknown,repl_hand-unknown,
repl_five-tesa1236,tesa1236,repl_five,no,repl_five-no,
colex-tand1256,tand1256,colex,lexically distinct,colex-lexicallydistinct,
dist-tand1256,tand1256,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-tand1256,tand1256,repl_hand,yes,repl_hand-yes,
repl_five-tand1256,tand1256,repl_five,no,repl_five-no,
hand_replacement-tand1256,tand1256,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-bong1289,bong1289,colex,lexically distinct,colex-lexicallydistinct,
dist-bong1289,bong1289,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bong1289,bong1289,repl_hand,yes,repl_hand-yes,
repl_five-bong1289,bong1289,repl_five,no,repl_five-no,
hand_replacement-bong1289,bong1289,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-idaa1241,idaa1241,colex,lexically distinct,colex-lexicallydistinct,
dist-idaa1241,idaa1241,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-idaa1241,idaa1241,repl_hand,yes,repl_hand-yes,
repl_five-idaa1241,idaa1241,repl_five,no,repl_five-no,
hand_replacement-idaa1241,idaa1241,hand_replacement,"PMP *baRa ‘hand, arm’ ?",hand_replacement-handwordotherthanqalima,
colex-dump1242,dump1242,colex,unknown,colex-unknown,
repl_hand-dump1242,dump1242,repl_hand,unknown,repl_hand-unknown,
repl_five-dump1242,dump1242,repl_five,no,repl_five-no,
colex-labu1249,labu1249,colex,unknown,colex-unknown,
repl_hand-labu1249,labu1249,repl_hand,unknown,repl_hand-unknown,
repl_five-labu1249,labu1249,repl_five,no,repl_five-no,
colex-rung1259,rung1259,colex,unknown,colex-unknown,
repl_hand-rung1259,rung1259,repl_hand,unknown,repl_hand-unknown,
repl_five-rung1259,rung1259,repl_five,no,repl_five-no,
colex-kima1244,kima1244,colex,unknown,colex-unknown,
repl_hand-kima1244,kima1244,repl_hand,unknown,repl_hand-unknown,
repl_five-kima1244,kima1244,repl_five,no,repl_five-no,
colex-tobi1239,tobi1239,colex,unknown,colex-unknown,
repl_hand-tobi1239,tobi1239,repl_hand,unknown,repl_hand-unknown,
repl_five-tobi1239,tobi1239,repl_five,no,repl_five-no,
colex-kota1279,kota1279,colex,unknown,colex-unknown,
repl_hand-kota1279,kota1279,repl_hand,unknown,repl_hand-unknown,
repl_five-kota1279,kota1279,repl_five,unknown,repl_five-unknown,
colex-cent2100,cent2100,colex,lexically distinct,colex-lexicallydistinct,
dist-cent2100,cent2100,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cent2100,cent2100,repl_hand,yes,repl_hand-yes,
repl_five-cent2100,cent2100,repl_five,no,repl_five-no,
hand_replacement-cent2100,cent2100,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-mino1243,mino1243,colex,unknown,colex-unknown,
repl_hand-mino1243,mino1243,repl_hand,unknown,repl_hand-unknown,
repl_five-mino1243,mino1243,repl_five,no,repl_five-no,
colex-sugu1243,sugu1243,colex,lexically distinct,colex-lexicallydistinct,
dist-sugu1243,sugu1243,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-sugu1243,sugu1243,repl_hand,yes,repl_hand-yes,
repl_five-sugu1243,sugu1243,repl_five,no,repl_five-no,
hand_replacement-sugu1243,sugu1243,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-kuij1237,kuij1237,colex,unknown,colex-unknown,
repl_hand-kuij1237,kuij1237,repl_hand,unknown,repl_hand-unknown,
repl_five-kuij1237,kuij1237,repl_five,no,repl_five-no,
colex-klia1235,klia1235,colex,unknown,colex-unknown,
repl_hand-klia1235,klia1235,repl_hand,unknown,repl_hand-unknown,
repl_five-klia1235,klia1235,repl_five,unknown,repl_five-unknown,
colex-tomb1244,tomb1244,colex,unknown,colex-unknown,
repl_hand-tomb1244,tomb1244,repl_hand,unknown,repl_hand-unknown,
repl_five-tomb1244,tomb1244,repl_five,no,repl_five-no,
colex-abai1240,abai1240,colex,unknown,colex-unknown,
repl_hand-abai1240,abai1240,repl_hand,unknown,repl_hand-unknown,
repl_five-abai1240,abai1240,repl_five,no,repl_five-no,
colex-lana1236,lana1236,colex,unknown,colex-unknown,
repl_hand-lana1236,lana1236,repl_hand,unknown,repl_hand-unknown,
repl_five-lana1236,lana1236,repl_five,no,repl_five-no,
colex-tamp1254,tamp1254,colex,unknown,colex-unknown,
repl_hand-tamp1254,tamp1254,repl_hand,unknown,repl_hand-unknown,
repl_five-tamp1254,tamp1254,repl_five,no,repl_five-no,
colex-uppe1427,uppe1427,colex,unknown,colex-unknown,
repl_hand-uppe1427,uppe1427,repl_hand,unknown,repl_hand-unknown,
repl_five-uppe1427,uppe1427,repl_five,no,repl_five-no,
colex-seru1246,seru1246,colex,unknown,colex-unknown,
repl_hand-seru1246,seru1246,repl_hand,unknown,repl_hand-unknown,
repl_five-seru1246,seru1246,repl_five,no,repl_five-no,
colex-brun1245,brun1245,colex,unknown,colex-unknown,
repl_hand-brun1245,brun1245,repl_hand,unknown,repl_hand-unknown,
repl_five-brun1245,brun1245,repl_five,no,repl_five-no,
colex-lotu1250,lotu1250,colex,unknown,colex-unknown,
repl_hand-lotu1250,lotu1250,repl_hand,unknown,repl_hand-unknown,
repl_five-lotu1250,lotu1250,repl_five,no,repl_five-no,
colex-saba1267,saba1267,colex,unknown,colex-unknown,
repl_hand-saba1267,saba1267,repl_hand,unknown,repl_hand-unknown,
repl_five-saba1267,saba1267,repl_five,no,repl_five-no,
colex-gana1277,gana1277,colex,unknown,colex-unknown,
repl_hand-gana1277,gana1277,repl_hand,unknown,repl_hand-unknown,
repl_five-gana1277,gana1277,repl_five,no,repl_five-no,
colex-book1241,book1241,colex,unknown,colex-unknown,
repl_hand-book1241,book1241,repl_hand,unknown,repl_hand-unknown,
repl_five-book1241,book1241,repl_five,no,repl_five-no,
colex-keni1249,keni1249,colex,unknown,colex-unknown,
repl_hand-keni1249,keni1249,repl_hand,unknown,repl_hand-unknown,
repl_five-keni1249,keni1249,repl_five,no,repl_five-no,
colex-timu1262,timu1262,colex,lexically distinct,colex-lexicallydistinct,
dist-timu1262,timu1262,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-timu1262,timu1262,repl_hand,yes,repl_hand-yes,
repl_five-timu1262,timu1262,repl_five,no,repl_five-no,
hand_replacement-timu1262,timu1262,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-palu1253,palu1253,colex,unknown,colex-unknown,
repl_hand-palu1253,palu1253,repl_hand,unknown,repl_hand-unknown,
repl_five-palu1253,palu1253,repl_five,no,repl_five-no,
colex-taga1273,taga1273,colex,unknown,colex-unknown,
repl_hand-taga1273,taga1273,repl_hand,unknown,repl_hand-unknown,
repl_five-taga1273,taga1273,repl_five,no,repl_five-no,
colex-buru1304,buru1304,colex,unknown,colex-unknown,
repl_hand-buru1304,buru1304,repl_hand,unknown,repl_hand-unknown,
repl_five-buru1304,buru1304,repl_five,no,repl_five-no,
colex-nort3262,nort3262,colex,unknown,colex-unknown,
repl_hand-nort3262,nort3262,repl_hand,unknown,repl_hand-unknown,
repl_five-nort3262,nort3262,repl_five,no,repl_five-no,
colex-sout3241,sout3241,colex,unknown,colex-unknown,
repl_hand-sout3241,sout3241,repl_hand,unknown,repl_hand-unknown,
repl_five-sout3241,sout3241,repl_five,no,repl_five-no,
colex-kala1391,kala1391,colex,unknown,colex-unknown,
repl_hand-kala1391,kala1391,repl_hand,unknown,repl_hand-unknown,
repl_five-kala1391,kala1391,repl_five,no,repl_five-no,
colex-okol1241,okol1241,colex,unknown,colex-unknown,
repl_hand-okol1241,okol1241,repl_hand,unknown,repl_hand-unknown,
repl_five-okol1241,okol1241,repl_five,no,repl_five-no,
colex-selu1243,selu1243,colex,unknown,colex-unknown,
repl_hand-selu1243,selu1243,repl_hand,unknown,repl_hand-unknown,
repl_five-selu1243,selu1243,repl_five,no,repl_five-no,
colex-semb1240,semb1240,colex,unknown,colex-unknown,
repl_hand-semb1240,semb1240,repl_hand,unknown,repl_hand-unknown,
repl_five-semb1240,semb1240,repl_five,no,repl_five-no,
colex-abai1241,abai1241,colex,unknown,colex-unknown,
repl_hand-abai1241,abai1241,repl_hand,unknown,repl_hand-unknown,
repl_five-abai1241,abai1241,repl_five,no,repl_five-no,
colex-papa1268,papa1268,colex,unknown,colex-unknown,
repl_hand-papa1268,papa1268,repl_hand,unknown,repl_hand-unknown,
repl_five-papa1268,papa1268,repl_five,no,repl_five-no,
colex-tata1257,tata1257,colex,unknown,colex-unknown,
repl_hand-tata1257,tata1257,repl_hand,unknown,repl_hand-unknown,
repl_five-tata1257,tata1257,repl_five,no,repl_five-no,
colex-bolo1268,bolo1268,colex,unknown,colex-unknown,
repl_hand-bolo1268,bolo1268,repl_hand,unknown,repl_hand-unknown,
repl_five-bolo1268,bolo1268,repl_five,no,repl_five-no,
colex-kipu1237,kipu1237,colex,unknown,colex-unknown,
repl_hand-kipu1237,kipu1237,repl_hand,unknown,repl_hand-unknown,
repl_five-kipu1237,kipu1237,repl_five,no,repl_five-no,
colex-bela1260,bela1260,colex,lexically distinct,colex-lexicallydistinct,
dist-bela1260,bela1260,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bela1260,bela1260,repl_hand,yes,repl_hand-yes,
repl_five-bela1260,bela1260,repl_five,no,repl_five-no,
hand_replacement-bela1260,bela1260,hand_replacement,"PMP *taŋan ‘finger, toe’",hand_replacement-partofthearm,
colex-tuto1241,tuto1241,colex,unknown,colex-unknown,
repl_hand-tuto1241,tuto1241,repl_hand,unknown,repl_hand-unknown,
repl_five-tuto1241,tuto1241,repl_five,no,repl_five-no,
colex-lela1246,lela1246,colex,unknown,colex-unknown,
repl_hand-lela1246,lela1246,repl_hand,unknown,repl_hand-unknown,
repl_five-lela1246,lela1246,repl_five,no,repl_five-no,
colex-naro1251,naro1251,colex,unknown,colex-unknown,
repl_hand-naro1251,naro1251,repl_hand,unknown,repl_hand-unknown,
repl_five-naro1251,naro1251,repl_five,no,repl_five-no,
colex-cent2098,cent2098,colex,unknown,colex-unknown,
repl_hand-cent2098,cent2098,repl_hand,unknown,repl_hand-unknown,
repl_five-cent2098,cent2098,repl_five,no,repl_five-no,
colex-east2486,east2486,colex,unknown,colex-unknown,
repl_hand-east2486,east2486,repl_hand,unknown,repl_hand-unknown,
repl_five-east2486,east2486,repl_five,no,repl_five-no,
colex-west2564,west2564,colex,lexically distinct,colex-lexicallydistinct,
dist-west2564,west2564,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-west2564,west2564,repl_hand,yes,repl_hand-yes,
repl_five-west2564,west2564,repl_five,no,repl_five-no,
hand_replacement-west2564,west2564,hand_replacement,unclear,hand_replacement-unclear,
colex-kela1258,kela1258,colex,lexically distinct,colex-lexicallydistinct,
dist-kela1258,kela1258,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-kela1258,kela1258,repl_hand,yes,repl_hand-yes,
repl_five-kela1258,kela1258,repl_five,no,repl_five-no,
hand_replacement-kela1258,kela1258,hand_replacement,unclear,hand_replacement-unclear,
colex-leng1260,leng1260,colex,unknown,colex-unknown,
repl_hand-leng1260,leng1260,repl_hand,unknown,repl_hand-unknown,
repl_five-leng1260,leng1260,repl_five,unknown,repl_five-unknown,
colex-lund1271,lund1271,colex,lexically distinct,colex-lexicallydistinct,
dist-lund1271,lund1271,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-lund1271,lund1271,repl_hand,yes,repl_hand-yes,
repl_five-lund1271,lund1271,repl_five,no,repl_five-no,
hand_replacement-lund1271,lund1271,hand_replacement,unclear,hand_replacement-unclear,
colex-saba1265,saba1265,colex,unknown,colex-unknown,
repl_hand-saba1265,saba1265,repl_hand,unknown,repl_hand-unknown,
repl_five-saba1265,saba1265,repl_five,no,repl_five-no,
colex-trin1273,trin1273,colex,unknown,colex-unknown,
repl_hand-trin1273,trin1273,repl_hand,unknown,repl_hand-unknown,
repl_five-trin1273,trin1273,repl_five,no,repl_five-no,
colex-bint1246,bint1246,colex,lexically distinct,colex-lexicallydistinct,
dist-bint1246,bint1246,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-bint1246,bint1246,repl_hand,yes,repl_hand-yes,
repl_five-bint1246,bint1246,repl_five,no,repl_five-no,
hand_replacement-bint1246,bint1246,hand_replacement,unclear,hand_replacement-unclear,
colex-waha1238,waha1238,colex,unknown,colex-unknown,
repl_hand-waha1238,waha1238,repl_hand,unknown,repl_hand-unknown,
repl_five-waha1238,waha1238,repl_five,no,repl_five-no,
colex-east2485,east2485,colex,unknown,colex-unknown,
repl_hand-east2485,east2485,repl_hand,unknown,repl_hand-unknown,
repl_five-east2485,east2485,repl_five,no,repl_five-no,
colex-sebo1238,sebo1238,colex,unknown,colex-unknown,
repl_hand-sebo1238,sebo1238,repl_hand,unknown,repl_hand-unknown,
repl_five-sebo1238,sebo1238,repl_five,no,repl_five-no,
colex-west2563,west2563,colex,unknown,colex-unknown,
repl_hand-west2563,west2563,repl_hand,unknown,repl_hand-unknown,
repl_five-west2563,west2563,repl_five,no,repl_five-no,
colex-long1406,long1406,colex,unknown,colex-unknown,
repl_hand-long1406,long1406,repl_hand,unknown,repl_hand-unknown,
repl_five-long1406,long1406,repl_five,no,repl_five-no,
colex-umal1239,umal1239,colex,unknown,colex-unknown,
repl_hand-umal1239,umal1239,repl_hand,unknown,repl_hand-unknown,
repl_five-umal1239,umal1239,repl_five,no,repl_five-no,
colex-umal1238,umal1238,colex,unknown,colex-unknown,
repl_hand-umal1238,umal1238,repl_hand,unknown,repl_hand-unknown,
repl_five-umal1238,umal1238,repl_five,unknown,repl_five-unknown,
colex-main1275,main1275,colex,lexically distinct,colex-lexicallydistinct,
dist-main1275,main1275,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-main1275,main1275,repl_hand,yes,repl_hand-yes,
repl_five-main1275,main1275,repl_five,no,repl_five-no,
hand_replacement-main1275,main1275,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-kaja1250,kaja1250,colex,unknown,colex-unknown,
repl_hand-kaja1250,kaja1250,repl_hand,unknown,repl_hand-unknown,
repl_five-kaja1250,kaja1250,repl_five,no,repl_five-no,
colex-laha1253,laha1253,colex,lexically distinct,colex-lexicallydistinct,
dist-laha1253,laha1253,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-laha1253,laha1253,repl_hand,yes,repl_hand-yes,
repl_five-laha1253,laha1253,repl_five,no,repl_five-no,
hand_replacement-laha1253,laha1253,hand_replacement,unclear,hand_replacement-unclear,
colex-seka1248,seka1248,colex,unknown,colex-unknown,
repl_hand-seka1248,seka1248,repl_hand,unknown,repl_hand-unknown,
repl_five-seka1248,seka1248,repl_five,no,repl_five-no,
colex-cent2101,cent2101,colex,lexically distinct,colex-lexicallydistinct,
dist-cent2101,cent2101,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-cent2101,cent2101,repl_hand,yes,repl_hand-yes,
repl_five-cent2101,cent2101,repl_five,no,repl_five-no,
hand_replacement-cent2101,cent2101,hand_replacement,unclear,hand_replacement-unclear,
colex-daro1239,daro1239,colex,unknown,colex-unknown,
repl_hand-daro1239,daro1239,repl_hand,unknown,repl_hand-unknown,
repl_five-daro1239,daro1239,repl_five,unknown,repl_five-unknown,
colex-kano1244,kano1244,colex,unknown,colex-unknown,
repl_hand-kano1244,kano1244,repl_hand,unknown,repl_hand-unknown,
repl_five-kano1244,kano1244,repl_five,no,repl_five-no,
colex-sibu1258,sibu1258,colex,unknown,colex-unknown,
repl_hand-sibu1258,sibu1258,repl_hand,unknown,repl_hand-unknown,
repl_five-sibu1258,sibu1258,repl_five,no,repl_five-no,
colex-puna1267,puna1267,colex,unknown,colex-unknown,
repl_hand-puna1267,puna1267,repl_hand,unknown,repl_hand-unknown,
repl_five-puna1267,puna1267,repl_five,no,repl_five-no,
colex-puna1278,puna1278,colex,unknown,colex-unknown,
repl_hand-puna1278,puna1278,repl_hand,unknown,repl_hand-unknown,
repl_five-puna1278,puna1278,repl_five,no,repl_five-no,
colex-puna1268,puna1268,colex,unknown,colex-unknown,
repl_hand-puna1268,puna1268,repl_hand,unknown,repl_hand-unknown,
repl_five-puna1268,puna1268,repl_five,unknown,repl_five-unknown,
colex-sian1255,sian1255,colex,unknown,colex-unknown,
repl_hand-sian1255,sian1255,repl_hand,unknown,repl_hand-unknown,
repl_five-sian1255,sian1255,repl_five,no,repl_five-no,
colex-buka1261,buka1261,colex,lexically distinct,colex-lexicallydistinct,
dist-buka1261,buka1261,dist,lexical replacement,dist-lexicalreplacement,
repl_hand-buka1261,buka1261,repl_hand,yes,repl_hand-yes,
repl_five-buka1261,buka1261,repl_five,no,repl_five-no,
hand_replacement-buka1261,buka1261,hand_replacement,"PMP *leŋen ‘forearm, lower arm’ ?",hand_replacement-partofthearm,
colex-buki1248,buki1248,colex,unknown,colex-unknown,
repl_hand-buki1248,buki1248,repl_hand,unknown,repl_hand-unknown,
repl_five-buki1248,buki1248,repl_five,no,repl_five-no,
colex-ukit1237,ukit1237,colex,unknown,colex-unknown,
repl_hand-ukit1237,ukit1237,repl_hand,unknown,repl_hand-unknown,
repl_five-ukit1237,ukit1237,repl_five,no,repl_five-no,
colex-puna1275,puna1275,colex,unknown,colex-unknown,
repl_hand-puna1275,puna1275,repl_hand,unknown,repl_hand-unknown,
repl_five-puna1275,puna1275,repl_five,no,repl_five-no,
colex-puna1266,puna1266,colex,unknown,colex-unknown,
repl_hand-puna1266,puna1266,repl_hand,unknown,repl_hand-unknown,
repl_five-puna1266,puna1266,repl_five,no,repl_five-no,
colex-saja1241,saja1241,colex,unknown,colex-unknown,
repl_hand-saja1241,saja1241,repl_hand,unknown,repl_hand-unknown,
repl_five-saja1241,saja1241,repl_five,unknown,repl_five-unknown,
colex-aohe1237,aohe1237,colex,unknown,colex-unknown,
repl_hand-aohe1237,aohe1237,repl_hand,unknown,repl_hand-unknown,
repl_five-aohe1237,aohe1237,repl_five,no,repl_five-no,
colex-hovo1239,hovo1239,colex,unknown,colex-unknown,
repl_hand-hovo1239,hovo1239,repl_hand,unknown,repl_hand-unknown,
