Language_name	Language_ID	Glottocode	Language_level_glottocode	Parameter_ID	Form	Comment	Cognacy	Dataset	Source	Pages	Ultimate_source	Language_comment
Isamorong	252	ivat1242	ivat1242	five	dadima		1,19	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Itbayaten	425	ivat1242	ivat1242	five	limaʔ		1	abvd	136553		Y. Yamada in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Ivatan, Basco Dialect	427	ivat1242	ivat1242	five	limaʔ		1	abvd	136553		M. Cottle, V. Larson & L. A. Reid in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Itbayaten, Philippines	ivat1242-1	ivat1242	ivat1242	five	lalima			chan2019	Itbayaten.htm		Prof. Yukihiro Yamada, Himeji Dokkyo University, Hyogo County, Japan, March 18, 2006.	There are two forms of cardinal numbers from 2 to 10 in Itbayaten. The first one is used in series counting and counting things, the second for counting human beings. The Itbayaten used a particular way to express compound numbers 11 to 19, 21 to 29 ..., which means 'one at the 2nd stage or step'. Nowadays, the numbers after ten have been replaced by Spanish numbers.
Itbayaten, Philippines	ivat1242-1	ivat1242	ivat1242	five	lima			chan2019	Itbayaten.htm		Prof. Yukihiro Yamada, Himeji Dokkyo University, Hyogo County, Japan, March 18, 2006.	There are two forms of cardinal numbers from 2 to 10 in Itbayaten. The first one is used in series counting and counting things, the second for counting human beings. The Itbayaten used a particular way to express compound numbers 11 to 19, 21 to 29 ..., which means 'one at the 2nd stage or step'. Nowadays, the numbers after ten have been replaced by Spanish numbers.
Itbayaten	157	ivat1242	ivat1242	hand	limaʔ	loss of *qa- prefix	1,64	abvd	136553		Lawrence A. Reid	
Iraralay	248	ivat1242	ivat1242	hand	lima		1,64	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Itbayat	249	ivat1242	ivat1242	hand	lima		1,64	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Imorod	250	ivat1242	ivat1242	hand	pamamahadan	"Semantic shift of PMP *pálaj ""palm of hand, sole of foot""."	63	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Ivasay	251	ivat1242	ivat1242	hand	tanoro		22	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Isamorong	252	ivat1242	ivat1242	hand	tanoro		22	abvd	46500		Tsuchida et al. (1987)	Tsuchida, S., Yamada, Y., & Moriguchi, T. (1987). Lists of Selected Words of Batanic Languages. Department of Linguistics, Faculty of Letters, University of Tokyo
Itbayaten	425	ivat1242	ivat1242	hand	limaʔ		1,64	abvd	136553		Y. Yamada in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
Ivatan, Basco Dialect	427	ivat1242	ivat1242	hand	tanoroʔ		22	abvd	136553		M. Cottle, V. Larson & L. A. Reid in Reid (1971)	Reid, L.A. (1971). Philippine Minor Languages: Word Lists and Phonologies. Oceanic Linguistics Special Publication no. 8. University of Hawaii Press.
I-wak (Labeng)	iwak1237-1	iwak1237	iwak1237	five	limɑ			barlowpacific	Kamp1986	pp.3-7		
Kaiwa	iwal1237-1	iwal1237	iwal1237	five	bage tavlu	‘hand(s) half’ 		barlowpacific	LeanMorobe	p.52	IMP/SIL Questionnaire (1978).	
Iwal (Kaiwa), Papua New Guinea	iwal1237-1	iwal1237	iwal1237	five	baɡa tavlu	"( lit: 'hand a half "")"		chan2019	Iwal-Kaiwa.htm		Dr. Geoffrey P. Smith, The University of Technology, Lae, Papua New Guinea / University of Hong Kong. December 12, 1988.	Iwal or Kaiwa has a quinary counting system. New data needed to compare with the old one.
Kaiwa	iwal1237-2	iwal1237	iwal1237	five	bage tavlu	hand half		barlowpacific	Smith1988	p.55		
Kaiwa	iwal1237-1	iwal1237	iwal1237	hand	bage	‘hand(s) half’ 		barlowpacific	LeanMorobe	p.52	IMP/SIL Questionnaire (1978).	
Iwal (Kaiwa), Papua New Guinea	iwal1237-1	iwal1237	iwal1237	hand	baɡa	"( lit: 'hand a half "")"		chan2019	Iwal-Kaiwa.htm		Dr. Geoffrey P. Smith, The University of Technology, Lae, Papua New Guinea / University of Hong Kong. December 12, 1988.	Iwal or Kaiwa has a quinary counting system. New data needed to compare with the old one.
Kaiwa	iwal1237-2	iwal1237	iwal1237	hand	bage	hand half		barlowpacific	Smith1988	p.55		
Jambi Malay	1192	jamb1236	jamb1236	five	limo			abvd	73764		Karl Ronald Anderbeck	"Malay Dialects of the Batanghari River Basin
(Jambi, Sumatra) ©2008 SIL International"
Jambi Malay	1192	jamb1236	jamb1236	hand	taŋan		18	abvd	73764		Karl Ronald Anderbeck	"Malay Dialects of the Batanghari River Basin
(Jambi, Sumatra) ©2008 SIL International"
Jangkang, Kalimantan, Indonesia	jang1257-1	jang1257	jang1257	five	ɣimú			chan2019	Jangkang.htm		Dr. Alexander D. Smith, Department of Linguistics, University of North Texas, Denton, Texas, USA, March 15, 2018. Reference sourceː May 2017. The languages of Borneo: a comprehensive classification, Department of Linguistics, University of Hawai‘i. Robert Blust, Chair.	Jangkang has a decimal system, missing terms for the compound numerals from 11 to 19, 21 to 29; and the forms for 20, 30, 40, 50, 60, 70, 80, 90, 100, 200 and 2000 needed. Jangkang is spoken in Semirau, Sanggau Regency, West Kalimantan, Indonesia (map 5). Consultants: Linis and Amel. Note that the traditional phonetic symbolsː c=IPA [t͡ʃ], j=IPA [dʒ], y=IPA [j]
Jarai	744	jara1266	jara1266	five	rơma		1	abvd	119556		Pierre-Bernard Lafont, Nguyẽ̂n-văn-Trọng	Pierre-Bernard Lafont, Nguyẽ̂n-văn-Trọng. 1968. Lexique jarai, français, viêtnamien, parler de la province de Plei Ku. Publications de l'Ecole française d'Extrême-Orient, v 63. Paris: École française d'Extrême-Orient.
Jarai (Jorai), Vietnam	jara1266-1	jara1266	jara1266	five	rə'mɑ			chan2019	Jarai.htm		Dr. Ernest W. Lee and Mr. Eugene Burnham, SIL International, USA. April 4, 2006.	Jarai has a decimal system similar to that of Rhada.
Jarai	744	jara1266	jara1266	hand	tơngan		18	abvd	119556		Pierre-Bernard Lafont, Nguyẽ̂n-văn-Trọng	Pierre-Bernard Lafont, Nguyẽ̂n-văn-Trọng. 1968. Lexique jarai, français, viêtnamien, parler de la province de Plei Ku. Publications de l'Ecole française d'Extrême-Orient, v 63. Paris: École française d'Extrême-Orient.
Javanese	20	java1254	java1254	five	lima		1	abvd	Suyata-20-2005		Pujiati Suyata	
Yogya	283	java1254	java1254	five	gaŋsal			abvd	Suyata-283-2005		Pujiati Suyata	Dialect of Java (Solo)
Old Javanese	290	java1254	java1254	five	lima		1	abvd	320643		Dictionaries, among others Zoetmulder 1982	Zoetmulder, P.J. (1982). Old Javanese-English Dictionary, The Hague: Martinus Nijhoff.
Javanese (Yogyakarta)	1532	java1254	java1254	five	limó			abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Javanese (Malang)	1534	java1254	java1254	five	limo			abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Old/Middle Javanese	1535	java1254	java1254	five	lima			abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Old/Middle Javanese	1535	java1254	java1254	five	limo			abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
East Javanese, Indonesia	java1254-1	java1254	java1254	five	limɔ			chan2019	Javanese-East.htm		Mr. Daniel Krauße, M.A., PhD Candidate (Linguistics), Faculty of Education and Arts, school of Humanities and Social Science, University of Newcastle, Australia. November 10, 2018.	The Javanese (alternative: Suroboyoan, Arekan), is spoken in Surabaya and around, Indonesia. East Javanese language of Surabaya is significantly different from Standard Javanese, but the numeral system is very similar. Polite forms are rarely ever used. The system is decimal with special suffixes for the ‘teens’ (11-19) and ‘tweens’ (21-29). *As with Standard Javanese, there are distinct words for 25, 50, and 60, deriving from old units of measurement.
Javanese (Polite level), Indonesia	java1254-2	java1254	java1254	five	g̊a̤ŋsal			chan2019	Javanese.htm		Mr. Daniel Krauße, M.A., PhD Candidate (Linguistics), Faculty of Education and Arts, school of Humanities and Social Science, University of Newcastle, Australia. November 10, 2018.	Javanese has a politeness system that also affects the numerals. The numerals here provided are from the kromo-level when addressing respected or elderly people. The system is decimal with special suffixes for the ‘teens’ (11-19) and ‘tweens’ (21-29). *There are distinct words for 25, 50, and 60, deriving from old units of measurement.
Javanese, Java, Indonesia	java1254-3	java1254	java1254	five	limɔ			chan2019	Javanese.htm		Dr. Niken A. Adisasmito-Smith, University State University, Fresno, California. USA, July 4, 2006, December 24, 2013	Like Madurese, Javanese has a decimal system and special words for 25, 50 and 60.
Javanese	20	java1254	java1254	hand	taŋan		18	abvd	Suyata-20-2005		Pujiati Suyata	
Yogya	283	java1254	java1254	hand	asta	Sanskrit		abvd	Suyata-283-2005		Pujiati Suyata	Dialect of Java (Solo)
Old Javanese	290	java1254	java1254	hand	taŋan		18	abvd	320643		Dictionaries, among others Zoetmulder 1982	Zoetmulder, P.J. (1982). Old Javanese-English Dictionary, The Hague: Martinus Nijhoff.
Javanese (Yogyakarta)	1532	java1254	java1254	hand	tangan		18	abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Javanese (Malang)	1534	java1254	java1254	hand	tangan		18	abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Old/Middle Javanese	1535	java1254	java1254	hand	tangan		18	abvd	140791		Conners (2008)	Conners, TJ. (2008) Tengger Javanese. Ph.D. dissertation, Yale University.
Jawe	212	jawe1237	jawe1237	five	nim		1,15	abvd	122134		Blust, from: Haudricourt and Ozanne-Rivierre (1982)	Haudricourt, A.-G., & Ozanne-Rivierre, F. (1982). Dictionnaire thématique des langues de la région de Hienghène (Nouvelle-Calédonie) : Pije, Fwâi, Nemi, Jawe. Paris: SELAF.
Jawe	1488	jawe1237	jawe1237	five	nim		1,15	abvd	303461		Leenhardt (1946)	Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie
Jawe	1617	jawe1237	jawe1237	five	nim		1,15	abvd	haudricourt1982a		F. OZANNE-RIVIERRE & A-G.HAUDRICOURT	"The lexical data used here come from the book writen by two linguists : Françoise OZANNE-RIVIERRE and André-Georges HAUDRICOURT, Dictionnaire thématique des langues de la région de Hienghène (Nouvelle-Calédonie) : PIJE – FWÂI – NEMI – JAWE (published in 1982). 
This book presents a thematic lexicon and a phonological comparaison of four languages, based on several fieldworks made by André-Georges HAUDRICOURT (in 1959) and Françoise OZANNE-RIVIERRE (1973, 1976, 1978). 
The lexicon is translating french words into those four targeted languages. They are spoken on the north-west side of the Grande Terre island in New Caledonia. 
- If for an english word in the list, there are several lexical item including one single lexical unit, a compound (i.e made of several lexical units), or even a word resulting of a derivation, the word being a single lexical unit has been retained before anything else
- If more than one word in Jawe, has been found for a single english word, some specifications about the use of the different words not being morphological variables have been, when possible, provided in the 'Author annotation' column
- As the authors provide sometimes the lexical item form within and out of a possessive construction (note that there is two types of possession in this language : alienable and unalienable), we have decided to retain the corresponding forms provided for unalienable possession, althought the possessive personal pronoun itself has not been retained. Only the word with a dash (for instance 'cii-', 'his/her skin') has been entered along with the world out of possessive contructions, when showed by the authors
Some worlds have different forms depending on the geographical location. Those locations to which are related those different forms are put in parenthesis ('Y' is for the Yambe location, and 'W' for the Wevia location)"
Jawe, New Caledonia	jawe1237-1	jawe1237	jawe1237	five	nim			chan2019	Jawe.htm		Dr. Claire Moyse-Faurie, LACITO-CNRS, Paris, France. June 11, 2006. Sourceː A. G. Haudricourt & F. Ozanne-Rivierre, 1982, Dictionnaire thematique des languages de la region de Hienghen, LACITO, France.	Jawe has a traditional quinary / vigesimal counting system based on 'hands' and 'persons'. Nowadays, the Jawe people might used French numbers after five. Updated new data needed.
Jawe	212	jawe1237	jawe1237	hand	hi-n	< *kuku claw	10	abvd	122134		Blust, from: Haudricourt and Ozanne-Rivierre (1982)	Haudricourt, A.-G., & Ozanne-Rivierre, F. (1982). Dictionnaire thématique des langues de la région de Hienghène (Nouvelle-Calédonie) : Pije, Fwâi, Nemi, Jawe. Paris: SELAF.
Jawe	1488	jawe1237	jawe1237	hand	’i n		11	abvd	303461		Leenhardt (1946)	Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie
Jawe	1488	jawe1237	jawe1237	hand	ᵐboan kare’i n		11	abvd	303461		Leenhardt (1946)	Leenhardt, Maurice. 1946. Langues et dialectes de l'Austro-Mèlanèsie
Jawe	1617	jawe1237	jawe1237	hand	hi		10	abvd	haudricourt1982a		F. OZANNE-RIVIERRE & A-G.HAUDRICOURT	"The lexical data used here come from the book writen by two linguists : Françoise OZANNE-RIVIERRE and André-Georges HAUDRICOURT, Dictionnaire thématique des langues de la région de Hienghène (Nouvelle-Calédonie) : PIJE – FWÂI – NEMI – JAWE (published in 1982).
This book presents a thematic lexicon and a phonological comparaison of four languages, based on several fieldworks made by André-Georges HAUDRICOURT (in 1959) and Françoise OZANNE-RIVIERRE (1973, 1976, 1978).
The lexicon is translating french words into those four targeted languages. They are spoken on the north-west side of the Grande Terre island in New Caledonia.
- If for an english word in the list, there are several lexical item including one single lexical unit, a compound (i.e made of several lexical units), or even a word resulting of a derivation, the word being a single lexical unit has been retained before anything else
- If more than one word in Jawe, has been found for a single english word, some specifications about the use of the different words not being morphological variables have been, when possible, provided in the 'Author annotation' column
- As the authors provide sometimes the lexical item form within and out of a possessive construction (note that there is two types of possession in this language : alienable and unalienable), we have decided to retain the corresponding forms provided for unalienable possession, althought the possessive personal pronoun itself has not been retained. Only the word with a dash (for instance 'cii-', 'his/her skin') has been entered along with the world out of possessive contructions, when showed by the authors
Some worlds have different forms depending on the geographical location. Those locations to which are related those different forms are put in parenthesis ('Y' is for the Yambe location, and 'W' for the Wevia location)"
Kadai	kada1286-1	kada1286	kada1286	five	lima			barlowpacific	Stokhof1980Vol2	p.33		
Kagan Kalagan, Philippines	kaga1255-1	kaga1255	kaga1255	five	'limaː			chan2019	Kalagan-Kagan.htm		Ms. Ritsuko Yamami. SIL International, Philippines, March 6, 2006.	Kagan Kalagan has a decimal system.
Kagayanen	860	kaga1256	kaga1256	five	límma	See [líma] 'hand'	1,19	abvd	Huggins-860-2011		Multiple contributors from Cagayancillo, Palawan	This word list was collected by translator Jacqueline Andrea Huggins while living among the Kagayanen people and conducting linguistic research from August 1987 until September 2003.
Kagayanen, Philippines	kaga1256-1	kaga1256	kaga1256	five	'limma			chan2019	Kagayanen.htm		Mr. Carol Pebley, SIL International, Philippines, February 7, 2014.	Kagayanen has a decimal system. Note that the parenthesis means that it is optional. It can be said without the ‘daw’. The older generation tends to have the ‘daw’ in the teen numbers and the younger without it. Some speakers say sampʊð̞úʔ for ten.
Kagayanen, Philippines	kaga1256-2	kaga1256	kaga1256	five	limma			chan2019	Kagayanen.htm		Ms Louise A. Macgregor and Ms. Jacqueline Huggins, SIL International, Philippines, May 27, 2006.	Kagayanen has a decimal system.
Kagayanen	860	kaga1256	kaga1256	hand	líma	Also five; Regular [l] always contiguous with high front vowel [i]	1,64	abvd	Huggins-860-2011		Multiple contributors from Cagayancillo, Palawan	This word list was collected by translator Jacqueline Andrea Huggins while living among the Kagayanen people and conducting linguistic research from August 1987 until September 2003.
